content	passageId	label	propertyName	propertyId	propertyDescription
He grew up in Kitchener, Ontario, and earned a degree in Environmental Studies at the University of Waterloo in 1985.	17947:141:258	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
I moved to Florida in 79- 80 in charge of a major theme park development.	1329:497:570	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
She was born in New York City, graduated from Ohio Wesleyan University, and had been with National Geographic for 22 years.	3787:368:491	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
Then she and her husband, Geoffrey, met him at the airport and took him to their house to recuperate for several days.	3787:1431:1549	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
FairWater started in 2003 in Kenya when Paul van Beers was the managing director of the Rural Water Development Project (RWD) in Kisii, one of the largest and most successful water projects in Kenya.	3540:1013:1212	0	PLACE_OF_RESIDENCE	11	Describes the relationship between a person and the location where she/he lives/lived.
Ellen Lohr (born 12 April 1965 in Mönchengladbach) is a German race driver.	20753:12:87	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
Data for the WDPA is collected from international convention secretariats, governments and collaborating NGOs, but the role of custodian is allocated to the Protected Areas Programme of UNEP-WCMC, based in Cambridge, UK, who have hosted the database since its creation in 1981.	22712:538:815	0	DATE_OF_DEATH	14	Describes the date of death of a person.
I entered the University of Washington in 2013 to study Informatics and later on decided to extend my education into the field of Computer Science.	10873:162:309	0	EDUCATED_AT	9	Describes the relationship between a person and the institution where she/he studied.
I am a Russian born technology enthusiast, whose interest lies primarily in Data Science, Machine Learning, Data Mining, and Scientific Computing.	10873:15:161	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
He is an Indian politician and Member of the Samajwadi Party.	8002:129:190	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
• International: launch of new solutions into different areas (EMEA, AsiaPac, LATAM), setup of 2 subsidiaries in China, 2 expat'	4659:511:639	0	DATE_FOUNDED	5	Describes the founding date of a company.
She has successfully raised seed funding of more than $1 million for an industrial and B2C marketplace startups based in Oman and Dubai.	27119:557:693	0	HEADQUARTERS	6	Describes the specific location where an organization's headquarters is or has been situated.
Arjuman started her career at Target Corporation in 2009 and was a founding team member at Kyron global technology startup accelerator, now a wholly owned subsidiary of ANSR.	27119:983:1157	0	SUBSIDIARY_OF	1	Describes the relationship between a parent company and one of its subsidiaries.
Corrie and James married, moved to Charleston and established MCG Photography in 2004.	12079:465:551	0	SPOUSE	25	Describes the relationship between a person and her/his spouse.
She was married to actor Dinsdale Landen from 1959 until his death in 2003.	13683:268:343	0	DATE_OF_DEATH	14	Describes the date of death of a person.
Gaspare Galliari (1760–1818; some sources give 1761 for the year of birth or 1823 for the year of death) was an Italian painter.	16461:18:146	0	DATE_OF_DEATH	14	Describes the date of death of a person.
He also owns The Palace Hotel in Mortlake, NSW and Wisemans Ferry Inn Hotel, NSW.	12751:1648:1729	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Jelena Abbou, née Jelena Đorđević, (born April 2, 1977) is a figure competitor model and personal trainer, now living in the United States.	17981:14:153	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
Our beautiful daughter Bella was born in July 2012 with a Moderate to Profound Hearing Loss and at 9 months old Received her First Cochlear Implant.	30282:204:352	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
Woodpecker Cider is a sweet cider originally made in 1894 by Percy Bulmer in Herefordshire, today it is still brewed by Bulmers .	21710:18:147	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
Performances in Belfast in Autumn 2007, were boycotted by Ian Paisley's Democratic Unionist Party.	16182:663:761	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
He is the writer/director/performer of Jesus: The Guantanamo Years, which was staged in 2006 in the Project Arts Centre (Temple Bar, Dublin) and the Underbelly (Cowgate, Edinburgh) as part of the Edinburgh Fringe.	16182:148:361	0	FOUNDED_BY	2	Describes the relationship between an organization and its founder or co-founder.
Beaver Valley Stone Limited was started by Tony Pacitto in May of 1989.	17366:554:625	0	DATE_OF_DEATH	14	Describes the date of death of a person.
Pulte Homes offers financing, lending and related services through its subsidiary, Pulte Mortgage.	30447:1152:1250	0	SUBSIDIARY_OF	1	Describes the relationship between a parent company and one of its subsidiaries.
Founded in 1988, it is a privately held company that has operations in North America, South America, Europe, Asia and Australia.	23758:228:356	0	DATE_FOUNDED	5	Describes the founding date of a company.
She met someone who introduced her to local farmers which lead to an on farm apprenticeship at ShadowBrook Farm, a diverse organic farm.	10262:511:647	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
Jan Seyum was a King (negus) of Ethiopia, and a member of the Zagwe dynasty.	4898:11:87	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
Masataka Takayama (高山 正隆, Takayama Masataka; 15 May 1895 - 14 April 1981) was one of the most prominent Japanese photographers in the first half of the twentieth century.	15874:19:189	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Barro graduated from Captain Shreve High School, where one of his classmates was future Shreveport Mayor Keith Hightower.	22816:1307:1428	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
In October 2000, Harmonix became the first company to obtain certification for a radio product under the FCC regulations for the newly established 57 - 64 GHz band.	11565:967:1131	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
Chris Kelly, former Facebook Chief Privacy Officer and founder of Kelly Investments also serves on the board of directors alongside Logan Mulvey.	22656:1226:1371	0	CEO	4	Describes the relationship between an organization and its CEO.
He was said to have vetoed the song's inclusion in the 1993 Good Vibrations: Thirty Years of The Beach Boys box set due to this flub; the song was only released after his death.	27846:418:595	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
Glens Falls National Bank & Trust Company is one of two subsidiary banks of the multi-bank holding company Arrow Financial Corporation (NASDAQ: AROW).	17544:27:177	0	SUBSIDIARY_OF	1	Describes the relationship between a parent company and one of its subsidiaries.
The new park, ultimately known as Monongalia County Ballpark, was originally scheduled to open at the start of the 2015 season, but weather-related construction delays forced the Mountaineers to play their first several 2015 home games in Washington, Pennsylvania until the new park opened that April.	24297:1121:1422	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
The Dakota Prairie Grasslands (DPG) was formed in 1998.	7789:27:82	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
Baltzar von Platen (24 February 1898 – 29 April 1984), together with Carl Munters, was the inventor of the gas absorption refrigerator in 1922 while they were both Swedish engineering students at the Royal Institute of Technology in Stockholm, Sweden.	20098:20:271	0	EMPLOYEE_OR_MEMBER_OF	3	Describes the previous/current employer of a person.
"Leader of the Pack is a song written by George ""Shadow"" Morton, Jeff Barry, and Ellie Greenwich."	13665:20:118	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
In 2009, a medical malpractice incident that resulted in the death of a young girl, which was widely reported in local Burmese media prompted a crackdown in censorship by the PSRD.	29290:999:1179	0	DATE_OF_DEATH	14	Describes the date of death of a person.
