propertyId,propertyName,propertyDescription,content,label
10,NATIONALITY,Describes he country of a person's citizenship or country in which the person is deemed a national.,Janusz Sidło (19 June 1933 – 2 August 1993) was a Polish javelin thrower.,9
11,PLACE_OF_RESIDENCE,Describes the relationship between a person and the location where she/he lives/lived.,"In 1265 he used his own wealth to build a new choir in the church of Inchcolm Abbey (which was part of the diocese of Dunkeld), and the following year moved the bones of previous bishops of Dunkeld into the new choir.",11
1,SUBSIDIARY_OF,Describes the relationship between a parent company and one of its subsidiaries.,Education Management Corporation (EDMC) has served as the University's parent company since December 2001.,14
9,EDUCATED_AT,Describes the relationship between a person and the institution where she/he studied.,"Aten graduated from Xavier High School, a Jesuit secondary school located on Chuuk, in 1962.",5
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"Colette Rolland (born 1943, in Dieupentale, Tarn-et-Garonne, France) is a French computer scientist and Professor of Computer Science in the department of Mathematics and Informatics at the University of Paris 1 Pantheon-Sorbonne, and a leading researcher in the area of information and knowledge systems, known for her work on meta-modeling, particularly goal modelling and situational method engineering.",10
3,EMPLOYEE_OR_MEMBER_OF,Describes the previous/current employer of a person.,"Carleton Stevens Coon (June 23, 1904 – June 3, 1981) was an American physical anthropologist, Professor of Anthropology at the University of Pennsylvania, lecturer and professor at Harvard, and president of the American Association of Physical Anthropologists.",6
45,POLITICAL_AFFILIATION,Describes the relationship between a person and her/his political affiliation.,"He lost the 1969 general election to the incumbent Jack Lynch, but won the 1973 general election and became Taoiseach in a Fine Gael-Labour Party government.",12
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"Edwin Arend Perkins, FRS FRSC (born 31 August 1953) is a Canadian mathematician who has been Professor of Mathematics at the University of British Columbia since 1989 and Canada Research Chair in Probability since 2001.",10
10,NATIONALITY,Describes he country of a person's citizenship or country in which the person is deemed a national.,Julien Fournié ([ʒy.ljɛ̃ fuʁ.nje]) is a French fashion designer and CEO of his own eponymous haute couture company founded in the summer of 2009.,9
3,EMPLOYEE_OR_MEMBER_OF,Describes the previous/current employer of a person.,"Edward worked for Great Northern Paper Co., Millinocket, for 37 years, retiring in the late 1980s.",6
25,SPOUSE,Describes the relationship between a person and her/his spouse.,"The previous castle on the site was shelter for Louis VII of France and Eleanor of Aquitaine on the day after their wedding, in July 1137.",13
9,EDUCATED_AT,Describes the relationship between a person and the institution where she/he studied.,"I have studied at the Institute of Tourism Studies in Malta, and obtained a Diploma in Marketing from the London Chamber of Commerce Institute in London.",5
10,NATIONALITY,Describes he country of a person's citizenship or country in which the person is deemed a national.,"It is a non-profit organisation that selects teams and raises funds to send Thailand competitors to Olympic events organised by the International Olympic Committee (IOC), Asian Games events organised by the Olympic Council of Asia (OCA) and Southeast Asian Games events organised by the Southeast Asian Games Federation (SEAGF).",9
10,NATIONALITY,Describes he country of a person's citizenship or country in which the person is deemed a national.,Moshav Sgula was founded in 1953 by native Israelis.,9
45,POLITICAL_AFFILIATION,Describes the relationship between a person and her/his political affiliation.,Despite his mother being Jewish Quaatz endorsed anti-Semitic policies during his time as a DNVP politician and even encouraged Hugenburg to work closely with Adolf Hitler as he feared both socialism and the political Catholicism of the Centre Party.,12
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"A lifelong Daytona native, John has a passion for supporting the local community.",10
10,NATIONALITY,Describes he country of a person's citizenship or country in which the person is deemed a national.,Anthony Fleming is an American television actor who is probably best known for his role as Trumpets on Fox's television series Prison Break.,9
14,DATE_OF_DEATH,Describes the date of death of a person.,"Cor Veldhoen (born 6 April 1939 in Rotterdam, died 11 October 2005) was a Dutch footballer who was active as a defender.",4
15,DATE_OF_BIRTH,Describes the date of birth of a person.,María Ángela Holguín Cuéllar (born 13 November 1963) is the Minister of Foreign Affairs of Colombia.,3
4,CEO,Describes the relationship between an organization and its CEO.,It is currently led by board president Karen I. Kennedy and CEO Jennifer Merschdorf.,0
10,NATIONALITY,Describes he country of a person's citizenship or country in which the person is deemed a national.,Bob Lynch (born 15 April 1944) is a former Australian rules footballer who played with Fitzroy in the Victorian Football League (VFL).,9
14,DATE_OF_DEATH,Describes the date of death of a person.,"He resided at 4 Walker Street, near the east end of Coates Crescent, Edinburgh, in 1825, but the dates of his birth and death are not on record.",4
14,DATE_OF_DEATH,Describes the date of death of a person.,"Alberto Camenzind (born Lugano 7 June 1914, died Astano 29 September 2004) was a Swiss architect from Ticino.",4
5,DATE_FOUNDED,Describes the founding date of a company.,"Fabtek Inc. was a thriving video kit company founded in Bellevue, Washington, United States and started its operations there in 1987.",2
6,HEADQUARTERS,Describes the specific location where an organization's headquarters is or has been situated.,"Papakura is an electorate in the New Zealand House of Representatives, based in the south Auckland town of Papakura.",8
45,POLITICAL_AFFILIATION,Describes the relationship between a person and her/his political affiliation.,"He is an editorial board member of IEEE TNSM (Transactions on Network and Service Management), JNSM (Journal of Network and Systems Management) and JCN (Journal of Communications and Networks).",12
34,CHILD_OF,Describes the relationship between a person and his/her parent.,"Shiva will be observed on this Friday, Saturday and Sunday from 2-6pm at the home of Marsha’s daughter Meredith Wolff.",1
11,PLACE_OF_RESIDENCE,Describes the relationship between a person and the location where she/he lives/lived.,"In January 1963 he moved to Torquay United, making his debut on 18 March in a 1–0 defeat away to Newport County, but only as a stand-in for George Allen.",11
5,DATE_FOUNDED,Describes the founding date of a company.,Russ D. acquired some very basic recording equipment in 1985 which started their productions.,2
3,EMPLOYEE_OR_MEMBER_OF,Describes the previous/current employer of a person.,"Prior to consulting, she worked for Demirbank (acquired by HSBC) as a credit analyst for large corporate clients where she gained hands on experience in banking as well as other industries such as manufacturing, textile, retail and media.",6
4,CEO,Describes the relationship between an organization and its CEO.,"Kathryn V. Marinello is the CEO, a Director of the Company and Chairman of the Board for Stream Global Services, a global outsourcing solution provider, providing BPO services for Fortune 1000 clients, with 32 service centers in 18 countries.",0
11,PLACE_OF_RESIDENCE,Describes the relationship between a person and the location where she/he lives/lived.,I moved from Chicago to Miami in March 2012 to finish my bachelors degree at Florida International University.,11
10,NATIONALITY,Describes he country of a person's citizenship or country in which the person is deemed a national.,"Francesco Rocca (born August 2, 1954) is an Italian professional football coach and former player, who was the coach of the Italy national under-20 football team from 2008 until 2011.",9
10,NATIONALITY,Describes he country of a person's citizenship or country in which the person is deemed a national.,"Omar Acosta was born in San Juan, Puerto Rico and a native of New York City.",9
